hour_index,datetime,horizon_hours,execution_step_hours,actual_generation_mw,forecast_generation_mw,actual_price,forecast_price,planned_direct_mw,planned_charge_mw,planned_discharge_mw,realized_direct_mw,realized_charge_mw,realized_discharge_mw,realized_delivered_mw,realized_curtailment_mw,soc_start_mwh,soc_end_mwh,mode_charge_binary,solver_objective,solver_runtime_seconds,solver_status,used_baseload_gate
297988,2014-01-01 00:00:00,48,1,233.728,233.728,0.6338418228151279,0.6338418228151279,249.0,0.0,0.0,233.728,0.0,0.0,233.728,0.0,600.0,600.0,0.0,4442.996457494581,0.009565114974975586,2,0.0
297989,2014-01-01 01:00:00,48,1,234.865,234.865,0.4034051595587312,0.4034051595587312,209.865,100.0,0.0,134.865,100.0,0.0,134.865,0.0,600.0,700.0,1.0,4216.93294544576,0.0019259452819824219,2,0.0
297990,2014-01-01 02:00:00,48,1,234.757,234.757,1.0920435919798503,1.0920435919798503,234.757,0.0,14.242999999999995,234.757,0.0,14.242999999999995,249.0,0.0,700.0,674.1036363636364,0.0,4359.306140101106,0.0015759468078613281,2,0.0
297991,2014-01-01 03:00:00,48,1,234.974,234.974,0.3778472609288514,0.3778472609288514,209.974,100.0,0.0,134.974,100.0,0.0,134.974,0.0,674.1036363636364,774.1036363636364,1.0,4379.8216451284825,0.001390218734741211,2,0.0
297992,2014-01-01 04:00:00,48,1,234.63,234.63,0.33640843806321574,0.33640843806321574,209.63,100.0,0.0,134.63,100.0,0.0,134.63,0.0,774.1036363636364,874.1036363636364,1.0,4180.138021612164,0.0013980865478515625,2,0.0
297993,2014-01-01 05:00:00,48,1,233.969,233.969,0.9019177607087925,0.9019177607087925,233.969,0.0,15.031000000000006,233.969,0.0,15.031000000000006,249.0,0.0,874.1036363636364,846.7745454545454,0.0,4446.260324237764,0.0013620853424072266,2,0.0
297994,2014-01-01 06:00:00,48,1,233.65,233.65,0.8779627964877553,0.8779627964877553,233.65,0.0,15.35,233.65,0.0,15.35,249.0,0.0,846.7745454545454,818.8654545454546,0.0,4353.898389832078,0.001592874526977539,2,0.0
297995,2014-01-01 07:00:00,48,1,234.341,234.341,0.32471295367277125,0.32471295367277125,209.341,100.0,0.0,134.341,100.0,0.0,134.341,0.0,818.8654545454546,918.8654545454546,1.0,4322.009039110103,0.0014369487762451172,2,0.0
297996,2014-01-01 08:00:00,48,1,233.96,233.96,0.321774240589893,0.321774240589893,227.82545454545456,81.13454545454545,0.0,152.82545454545456,81.13454545454545,0.0,152.82545454545456,0.0,918.8654545454546,1000.0,1.0,4531.18113220658,0.0016260147094726562,2,0.0
297997,2014-01-01 09:00:00,48,1,222.297,222.297,1.1670253015490448,1.1670253015490448,222.297,0.0,26.702999999999996,222.297,0.0,26.702999999999996,249.0,0.0,1000.0,951.449090909091,0.0,4508.292015594921,0.0016851425170898438,2,0.0
297998,2014-01-01 10:00:00,48,1,198.914,198.914,0.842668555522683,0.842668555522683,198.914,0.0,50.08600000000001,198.914,0.0,50.08600000000001,249.0,0.0,951.449090909091,860.3836363636364,0.0,4761.256191746042,0.0016341209411621094,2,0.0
297999,2014-01-01 11:00:00,48,1,201.568,201.568,1.7853127238042927,1.7853127238042927,201.568,0.0,47.43199999999999,201.568,0.0,47.43199999999999,249.0,0.0,860.3836363636364,774.1436363636363,0.0,5106.175163340757,0.0014641284942626953,2,0.0
298000,2014-01-01 12:00:00,48,1,214.83,214.83,0.5889596593675339,0.5889596593675339,189.83,100.0,0.0,114.83000000000001,100.0,0.0,114.83000000000001,0.0,774.1436363636363,874.1436363636363,1.0,5975.041582861103,0.0013289451599121094,2,0.0
298001,2014-01-01 13:00:00,48,1,196.933,196.933,0.22452955312010617,0.22452955312010617,171.933,100.0,0.0,96.93299999999999,100.0,0.0,96.93299999999999,0.0,874.1436363636363,974.1436363636363,1.0,5628.408037238712,0.0014319419860839844,2,0.0
298002,2014-01-01 14:00:00,48,1,167.938,167.938,0.9040312594108221,0.9040312594108221,208.221,0.0,40.77899999999999,167.938,0.0,40.77899999999999,208.71699999999998,0.0,974.1436363636363,900.0,0.0,4984.642182238356,0.01324009895324707,2,0.0
298003,2014-01-01 15:00:00,48,1,115.261,115.261,0.5883362959863175,0.5883362959863175,190.261,0.0,0.0,115.261,0.0,0.0,115.261,0.0,900.0,900.0,0.0,4340.983566708193,0.0060291290283203125,2,0.0
298004,2014-01-01 16:00:00,48,1,102.374,102.374,1.0325272310589337,1.0325272310589337,149.0,0.0,100.0,102.374,0.0,100.0,202.374,0.0,900.0,718.1818181818182,0.0,3901.2986875968622,0.0016169548034667969,2,0.0
298005,2014-01-01 17:00:00,48,1,47.77,47.77,0.511721968037746,0.511721968037746,75.0,47.77,0.0,0.0,47.77,0.0,0.0,0.0,718.1818181818182,765.9518181818182,1.0,4301.348163743845,0.0013110637664794922,2,0.0
298006,2014-01-01 18:00:00,48,1,222.201,222.201,0.4541350652015475,0.4541350652015475,197.201,100.0,0.0,122.201,100.0,0.0,122.201,0.0,765.9518181818182,865.9518181818182,1.0,3388.645787926606,0.0013251304626464844,2,0.0
298007,2014-01-01 19:00:00,48,1,234.84,234.84,0.632387308258956,0.632387308258956,249.0,0.0,0.0,234.84,0.0,0.0,234.84,0.0,865.9518181818182,865.9518181818182,0.0,5536.286644274306,0.0018410682678222656,2,0.0
298008,2014-01-01 20:00:00,48,1,234.968,234.968,0.6586279382111206,0.6586279382111206,249.0,0.0,0.0,234.968,0.0,0.0,234.968,0.0,865.9518181818182,865.9518181818182,0.0,5148.130960434386,0.0015070438385009766,2,0.0
298009,2014-01-01 21:00:00,48,1,234.825,234.825,1.806137170825154,1.806137170825154,234.825,0.0,14.175000000000011,234.825,0.0,14.175000000000011,249.0,0.0,865.9518181818182,840.179090909091,0.0,5134.98850061796,0.0015609264373779297,2,0.0
298010,2014-01-01 22:00:00,48,1,234.979,234.979,1.3419438063772364,1.3419438063772364,234.979,0.0,14.020999999999987,234.979,0.0,14.020999999999987,249.0,0.0,840.179090909091,814.6863636363637,0.0,5942.599727070417,0.0015361309051513672,2,0.0
298011,2014-01-01 23:00:00,48,1,234.413,234.413,1.9038111341765112,1.9038111341765112,234.413,0.0,14.586999999999989,234.413,0.0,14.586999999999989,249.0,0.0,814.6863636363637,788.1645454545455,0.0,6263.511980655004,0.0013458728790283203,2,0.0
298012,2014-01-02 00:00:00,48,1,215.003,215.003,1.2079298129450666,1.2079298129450666,249.0,0.0,0.0,215.003,0.0,0.0,215.003,0.0,788.1645454545455,788.1645454545455,0.0,6548.88887052139,0.0014100074768066406,2,0.0
298013,2014-01-02 01:00:00,48,1,204.668,204.668,0.9221325446425304,0.9221325446425304,249.0,0.0,0.0,204.668,0.0,0.0,204.668,0.0,788.1645454545455,788.1645454545455,0.0,5701.21907356271,0.0013260841369628906,2,0.0
298014,2014-01-02 02:00:00,48,1,188.827,188.827,0.5532795267855183,0.5532795267855183,163.827,100.0,0.0,88.827,100.0,0.0,88.827,0.0,788.1645454545455,888.1645454545455,1.0,5224.211077231753,0.0013031959533691406,2,0.0
298015,2014-01-02 03:00:00,48,1,180.726,180.726,1.736893927295919,1.736893927295919,180.726,0.0,68.274,180.726,0.0,68.274,249.0,0.0,888.1645454545455,764.0300000000001,0.0,4641.9457942913195,0.0015149116516113281,2,0.0
298016,2014-01-02 04:00:00,48,1,128.481,128.481,0.36018529846104824,0.36018529846104824,103.481,100.0,0.0,28.480999999999995,100.0,0.0,28.480999999999995,0.0,764.0300000000001,864.0300000000001,1.0,4565.749170892652,0.0011789798736572266,2,0.0
298017,2014-01-02 05:00:00,48,1,100.107,100.107,0.18190337143310564,0.18190337143310564,75.107,100.0,0.0,0.10699999999999932,100.0,0.0,0.10699999999999932,0.0,864.0300000000001,964.0300000000001,1.0,3717.93767263763,0.0013470649719238281,2,0.0
298018,2014-01-02 06:00:00,48,1,71.27,71.27,0.42721170392709795,0.42721170392709795,110.3,35.969999999999914,0.0,35.30000000000008,35.969999999999914,0.0,35.30000000000008,0.0,964.0300000000001,1000.0,1.0,3484.8302719875696,0.001241922378540039,2,0.0
298019,2014-01-02 07:00:00,48,1,45.237,45.237,1.8389516585594528,1.8389516585594528,120.237,0.0,100.0,45.237,0.0,100.0,145.237,0.0,1000.0,818.1818181818182,0.0,3153.0699963293787,0.001332998275756836,2,0.0
298020,2014-01-02 08:00:00,48,1,20.499,20.499,1.5459411854171252,1.5459411854171252,95.499,0.0,100.0,20.499,0.0,100.0,120.499,0.0,818.1818181818182,636.3636363636365,0.0,3353.3427987414525,0.0012469291687011719,2,0.0
298021,2014-01-02 09:00:00,48,1,9.342,9.342,0.4832253563249879,0.4832253563249879,75.0,9.342,0.0,0.0,9.342,0.0,0.0,0.0,636.3636363636365,645.7056363636365,1.0,3508.8862333532325,0.0012900829315185547,2,0.0
298022,2014-01-02 10:00:00,48,1,15.186,15.186,0.8171700248338714,0.8171700248338714,90.186,0.0,0.0,15.186,0.0,0.0,15.186,0.0,645.7056363636365,645.7056363636365,0.0,3555.3289473266777,0.001277923583984375,2,0.0
298023,2014-01-02 11:00:00,48,1,14.691,14.691,0.7516278178945281,0.7516278178945281,89.691,0.0,0.0,14.691,0.0,0.0,14.691,0.0,645.7056363636365,645.7056363636365,0.0,3612.08933655997,0.001184225082397461,2,0.0
298024,2014-01-02 12:00:00,48,1,6.271,6.271,0.7628186747858924,0.7628186747858924,81.271,0.0,0.0,6.271,0.0,0.0,6.271,0.0,645.7056363636365,645.7056363636365,0.0,3259.1865088831405,0.001322031021118164,2,0.0
298025,2014-01-02 13:00:00,48,1,0.134,0.134,0.5314024405018697,0.5314024405018697,75.0,0.134,0.0,0.0,0.134,0.0,0.0,0.0,645.7056363636365,645.8396363636365,1.0,3308.6747807902034,0.0011701583862304688,2,0.0
298026,2014-01-02 14:00:00,48,1,0.0,0.0,0.13954434548091213,0.13954434548091213,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.8396363636365,645.8396363636365,0.0,3354.361216103543,0.0011677742004394531,2,0.0
298027,2014-01-02 15:00:00,48,1,0.0,0.0,0.8372660728854727,0.8372660728854727,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.8396363636365,645.8396363636365,0.0,3133.8030813388586,0.0012888908386230469,2,0.0
298028,2014-01-02 16:00:00,48,1,0.0,0.0,0.649514959257145,0.649514959257145,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.8396363636365,645.8396363636365,0.0,3255.2893596061363,0.0012509822845458984,2,0.0
298029,2014-01-02 17:00:00,48,1,0.0,0.0,0.7162742089883876,0.7162742089883876,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.8396363636365,645.8396363636365,0.0,3277.452288868774,0.0012278556823730469,2,0.0
298030,2014-01-02 18:00:00,48,1,0.095,0.095,0.5514094366418684,0.5514094366418684,75.0,0.095,0.0,0.0,0.095,0.0,0.0,0.0,645.8396363636365,645.9346363636365,1.0,3197.32348750608,0.0011680126190185547,2,0.0
298031,2014-01-02 19:00:00,48,1,5.544,5.544,0.714968114284886,0.714968114284886,80.544,0.0,0.0,5.544,0.0,0.0,5.544,0.0,645.9346363636365,645.9346363636365,0.0,2970.8665558471575,0.0012180805206298828,2,0.0
298032,2014-01-02 20:00:00,48,1,21.587,21.587,-0.0460877893277491,-0.0460877893277491,75.0,21.587,0.0,0.0,21.587,0.0,0.0,0.0,645.9346363636365,667.5216363636365,1.0,2979.6038318312426,0.0012590885162353516,2,0.0
298033,2014-01-02 21:00:00,48,1,29.551,29.551,0.728236849113639,0.728236849113639,104.551,0.0,0.0,29.551,0.0,0.0,29.551,0.0,667.5216363636365,667.5216363636365,0.0,3011.641218785033,0.0012090206146240234,2,0.0
298034,2014-01-02 22:00:00,48,1,48.553,48.553,0.6621603307046813,0.6621603307046813,123.553,0.0,0.0,48.553,0.0,0.0,48.553,0.0,667.5216363636365,667.5216363636365,0.0,2961.3609467061356,0.0011091232299804688,2,0.0
298035,2014-01-02 23:00:00,48,1,68.351,68.351,0.6829391100785674,0.6829391100785674,143.351,0.0,0.0,68.351,0.0,0.0,68.351,0.0,667.5216363636365,667.5216363636365,0.0,3087.952023222705,0.0011849403381347656,2,0.0
