candidate,wind_forecast,price_forecast,horizon_hours,is_oracle,hours,test_start,test_end,wind_only_revenue,baseload_revenue,dispatch_revenue,dispatch_cove_index,wind_only_cove_index,baseload_cove_index,revenue_gain_vs_wind_only_pct,revenue_gain_vs_baseload_pct,cove_reduction_vs_wind_only_pct,cove_reduction_vs_baseload_pct,final_soc,min_soc,max_soc,sum_charge_mwh,sum_discharge_mwh,max_wind_balance_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_low_violation,max_soc_high_violation,100mw_baseload_revenue,100mw_baseload_cove,revenue_gain_vs_100mw_baseload_pct,cove_reduction_vs_100mw_baseload_pct,mean_solver_runtime_seconds,total_solver_runtime_seconds,time_limit_fraction,gate_fraction
three_scenario_expected_nowcast_gated,"current measured wind + causal ridge residual scenarios [0.5, 0.1, 0.9]","current measured price + causal ridge price residual scenarios [0.5, 0.9, 0.1]",48,False,48,2014-01-01 00:00:00,2014-01-02 23:00:00,5344.66693591857,5642.305353005983,5926.508076761886,9897.072481853067,7962.905922908649,10395.587677428879,10.88638726827076,5.036996510734593,-24.289707522224703,4.7954498681993645,344.12561124956454,322.53861124956455,989.841612270448,1020.9451577249935,702.2507505614858,0.0,5.329070518200751e-15,0.0,0.0,0.0,0.0,46.9782093255335,0.0,0.0,3174.4545380500354,18477.215312722645,86.6937455151696,46.43634165458713,0.0050437599420547485,0.24210047721862793,0.0,0.0
single_forecast_recourse_nowcast,current measured wind + ridge future,current measured price + ridge future,48,False,48,2014-01-01 00:00:00,2014-01-02 23:00:00,5344.66693591857,5642.305353005983,5764.586385538275,10175.071735788206,7962.905922908649,10395.587677428879,7.8567935973270275,2.1672175623594248,-27.78088595163898,2.1212455561262833,667.5216363636365,600.0,1000.0,1196.0325454545455,620.681,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,46.978209325533385,0.0,0.0,3174.4545380500354,18477.215312722645,81.59297342085338,44.931789971716825,0.001895025372505188,0.09096121788024902,0.0,0.0
